,mite_id,substrates,products
137,MITE0000092.reaction1.example1,NC(Cc1c[nH]c2ccccc12)C(=O)O,NC(Cc1c[nH]c2cc(Br)ccc12)C(=O)O.NC(Cc1c[nH]c2cc(Cl)ccc12)C(=O)O
138,MITE0000093.reaction1.example1,C=C1/C=C(\C)C[C@H]2C[C@@H](OC(=O)/C=C(C)/C=C/C[C@@H](O)C1)[C@@](C)([C@H](O)/C=C(\C)C[C@H](O)C(C)(C)[C@H](O)C[C@H](O)[C@@H](C)[C@H](O)C[C@@H](CC(=C)C(=C)OC)OC(=O)CCCCCCCCCCCCCCC)O2,C=C1C=C(C)C[C@H]2C[C@@H](OC(=O)C=C(C)C=CC[C@@H](O)C1)[C@@](C)([C@H](O)C=C(C)C[C@H](O)C(C)(C)[C@H](O)C[C@H](O)[C@@H](C)[C@H](O)C[C@@H](CC(=C)C(=CBr)OC)OC(=O)CCCCCCCCCCCCCCC)O2
139,MITE0000094.reaction1.example1,COC1=CC(C)=C2C3C#CC=CC#CC1C2c1cc(O)c2c(c1N3)C(=O)c1ccccc1C2=O,COC(=O)C=C(C)C12OC13c1cc(O)c4c(c1NC2C#CC=CC#CC3O)C(=O)c1ccccc1C4=O
140,MITE0000095.reaction1.example1,COC1=CC(C)=C2C(Nc3ccc(O)c4c3C(=O)c3ccccc3C4=O)C#CC=CC#CC1C2C=O,COC1=CC(C)=C2C3C#CC=CC#CC1C2(C=O)C1CC(=O)c2c(c(O)c4ccccc4c2O)C1=N3
141,MITE0000096.reaction1.example1,COC1=CC(C)=C2C3C#CC=CC#CC1C2(C=O)C1CC(=O)c2c(c(O)c4ccccc4c2O)C1=N3,COC1=CC(C)=C2C3C#CC=CC#CC1C2c1cc(O)c2c(c1N3)C(=O)c1ccccc1C2=O
142,MITE0000097.reaction1.example1,O=c1[nH]cc([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1,O=C[C@H]1O[C@@H](c2c[nH]c(=O)[nH]c2=O)[C@H](O)[C@@H]1O
143,MITE0000098.reaction1.example1,NC[C@H]1O[C@@H](c2c[nH]c(=O)[nH]c2=O)[C@H](O)[C@@H]1O,NC(=O)CC[C@H](N)C(=O)NC[C@H]1O[C@@H](c2c[nH]c(=O)[nH]c2=O)[C@H](O)[C@@H]1O
144,MITE0000099.reaction1.example1,O=c1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1,O=c1[nH]cc([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1
145,MITE0000100.reaction1.example1,O=C[C@H]1O[C@@H](c2c[nH]c(=O)[nH]c2=O)[C@H](O)[C@@H]1O,NC[C@H]1O[C@@H](c2c[nH]c(=O)[nH]c2=O)[C@H](O)[C@@H]1O
146,MITE0000101.reaction1.example1,O=C(O)C(S)Cc1c[nH]c2ccccc12,O=C(O)C1Cc2c[nH]c3cccc(c23)S1
147,MITE0000102.reaction1.example1,O=C(O)C1=C(O)CC=CC=C1,O=c1cccccc1O
148,MITE0000103.reaction1.example1,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCSSC(=O)C1=C(O)CC=CC=C1,O=C(O)C1=C(O)CC=CC=C1
149,MITE0000104.reaction1.example1,O=c1c(O)ccccc1O,O=c1c(O)cccc(O)c1O
150,MITE0000104.reaction2.example1,O=c1cccccc1O,O=c1c(O)ccccc1O
151,MITE0000105.reaction1.example1,C=C1/C=C/C(C)=C\c2csc(n2)C2(CC2)NC(=O)C[C@@](CC(=O)O)(SS)CC/C(C)=C/C1,C=C1/C=C/C(C)=C\c2csc(n2)C2(CC2)NC(=O)C[C@@](CC(=O)O)(SSC)CC/C(C)=C/C1
152,MITE0000106.reaction1.example1,CC(C)=CCCC(C)=CCC/C(C)=C/CCC(C)=CCc1cc(C(=O)O)cc(O)c1O,CC1(C)CCC[C@@]2(C)[C@@H]3CC[C@@]4(C)c5c(C(=O)O)cc(O)c(O)c5C[C@@H]4[C@@]3(C)CC[C@H]12
153,MITE0000107.reaction1.example1,C=C/C(C)=C/C[C@@H]1[C@@]2(C)CCCC(C)(C)[C@@H]2C[C@H](O)[C@@]1(O)CSC[C@H](NC(C)=O)C(=O)NC1C(OC2C(O)C(O)C(O)C(O)C2O)OC(CO)C(O)C1O,C=C/C(C)=C/C[C@@H]1[C@@]2(C)CCCC(C)(C)[C@@H]2C[C@H](O)[C@@]1(O)CSC[C@H](NC(C)=O)C(=O)O.NC1C(OC2C(O)C(O)C(O)C(O)C2O)OC(CO)C(O)C1O
154,MITE0000108.reaction1.example1,C=C/C(C)=C/C[C@H]1C(=C)CC[C@H]2C(C)(C)CCC[C@]12C,C=C/C(C)=C/C[C@@H]1[C@@]2(C)CCCC(C)(C)[C@@H]2C[C@H](O)[C@@]12CO2
155,MITE0000109.reaction1.example1,NCCCC[C@H](N)C(=O)O,O=C(O)[C@@H]1CCCCN1
156,MITE0000110.reaction1.example1,CO[C@H]1C[C@H]2C=C[C@H]3[C@H]4O[C@]2(C(C)=C[C@@H](C)[C@@H]([C@H](C)O)OC1=O)[C@@H]3[C@@H](O)[C@@H](C)[C@H]4O,CO[C@H]1C[C@H]2C=C[C@H]3[C@H]4O[C@]2(C(C)=C[C@@H](C)[C@@H]([C@H](C)O)OC1=O)[C@@H]3[C@@H](O)[C@@H](C)[C@H]4OC(=O)c1ccc[nH]1
157,MITE0000111.reaction1.example1,CO[C@H]1CC2C=CC3C[C@H](O)[C@H](C)[C@@H](O)C3C2C(C)=C[C@@H](C)[C@@H]([C@@H](C)O)OC1=O,CO[C@H]1CC2C=CC3C4[C@H](O)[C@@H](C)[C@@H](O)[C@@H]3OC24C(C)=C[C@@H](C)[C@@H]([C@@H](C)O)OC1=O
158,MITE0000112.reaction1.example1,CC[C@H]1OC(=O)CCC2C=CC3C[C@H](O)[C@H](C)[C@H](O)C3C2/C(C)=C/[C@H]1C,CC[C@H]1OC(=O)[C@@H](O)CC2C=CC3C[C@H](O)[C@H](C)[C@H](O)C3C2C(C)=C[C@H]1C
159,MITE0000113.reaction1.example1,CC[C@H]1OC(=O)CC/C=C/C=C/C[C@H](O)[C@H](C)[C@@H](O)/C=C/C(C)=C/[C@H]1C,CC[C@H]1OC(=O)CCC2C=CC3C[C@H](O)[C@H](C)[C@H](O)C3C2/C(C)=C/[C@H]1C
160,MITE0000114.reaction1.example1,C/C1=C\[C@@H](C)[C@@H]([C@H](C)O)OC(=O)[C@@H](O)C[C@H]2C=C[C@@H]3C[C@H](O)[C@H](C)[C@H](O)[C@H]3[C@H]12,CO[C@H]1C[C@H]2C=C[C@@H]3C[C@H](O)[C@H](C)[C@H](O)[C@H]3[C@@H]2C(C)=C[C@@H](C)[C@@H]([C@H](C)O)OC1=O
161,MITE0000115.reaction1.example1,CC[C@H]1OC(=O)[C@@H](O)CC2C=CC3C[C@H](O)[C@H](C)[C@H](O)C3C2/C(C)=C/[C@H]1C,C/C1=C\[C@@H](C)[C@@H]([C@H](C)O)OC(=O)[C@@H](O)CC2C=CC3C[C@H](O)[C@H](C)[C@H](O)C3C12
162,MITE0000116.reaction1.example1,O=C1OC(CO)C=C1/C=C/c1ccc(O)cc1,C=C1C=C(/C=C/c2ccc(O)cc2)C(=O)O1
163,MITE0000117.reaction1.example1,C=C1C=C(/C=C/c2ccc(O)cc2)C(=O)O1,C[C@@H]1C=C(/C=C/c2ccc(O)cc2)C(=O)O1
164,MITE0000118.reaction1.example1,C=C1C=C([C@H](O)CCCCCCC)C(=O)O1,CCCCCCC[C@@H](O)C1=CC(C)OC1=O
165,MITE0000119.reaction1.example1,CCCCC[C@@H]1CC2=C(C[C@H](CCCC)CC3=C1C(=O)OC3=O)C(=O)OC2=O,CCCCC[C@@H]1CC2=C(C(=O)OC2=O)C[C@@](CCCC)(O)CC2=C1C(=O)OC2=O
166,MITE0000120.reaction1.example1,CCCCC[C@@H]1CC2=C(C(=O)OC2=O)[C@H](O)[C@H](CCCC)CC2=C1C(=O)OC2=O,CCCCC[C@@H]1CC2=C(C(=O)OC2=O)[C@H](CCCC)CC2=C1C(=O)OC2=O
167,MITE0000120.reaction2.example1,CCCCC[C@@H]1CC2=C(C[C@H](CCCC)CC3=C1C(=O)OC3=O)C(=O)OC2=O,CCCCC[C@@H]1CC2=C(C(=O)OC2=O)[C@H](O)[C@H](CCCC)CC2=C1C(=O)OC2=O
168,MITE0000121.reaction1.example1,NCCC[C@H](N)C(=O)O,N[C@@H](CCCNO)C(=O)O
169,MITE0000122.reaction1.example1,N[C@@H](CCCNO)C(=O)O,CC(=O)N(O)CCC[C@H](N)C(=O)O
170,MITE0000123.reaction1.example1,C[C@H](O)CC(=O)c1c(C[C@@H](C)O)cc2cccc(O)c2c1O,CC(=O)O[C@H](C)Cc1cc2cccc(O)c2c(O)c1C(=O)C[C@H](C)O
171,MITE0000124.reaction1.example1,CC(=O)Cc1cc2cccc(O)c2c(O)c1C(=O)C[C@H](C)O,C[C@H](O)CC(=O)c1c(C[C@@H](C)O)cc2cccc(O)c2c1O
172,MITE0000125.reaction1.example1,CC(=O)O[C@H](C)Cc1cc2cccc(O)c2c(O)c1C(=O)C[C@H](C)O.CC(=O)O[C@H](C)Cc1cc2cccc(O)c2c(O)c1C(=O)C[C@H](C)O,CC(=O)O[C@H](C)Cc1cc2ccc(-c3ccc4cc(C[C@@H](C)OC(C)=O)c(C(=O)C[C@H](C)O)c(O)c4c3O)c(O)c2c(O)c1C(=O)C[C@H](C)O
173,MITE0000126.reaction1.example1,NC(Cc1c[nH]c2ccccc12)C(=O)O,NC(Cc1c[nH]c2ccc(Br)cc12)C(=O)O
174,MITE0000126.reaction2.example1,NC(Cc1c[nH]c2ccc(Br)cc12)C(=O)O,NC(Cc1c[nH]c2c(Br)cc(Br)cc12)C(=O)O
175,MITE0000127.reaction1.example1,Brc1ccc2[nH]ccc2c1,Brc1ccc2[nH]cc(Br)c2c1
176,MITE0000127.reaction2.example1,Brc1ccc2[nH]cc(Br)c2c1,Brc1ccc2[nH]c(Br)c(Br)c2c1
177,MITE0000128.reaction1.example1,CO[C@H]1CC[C@@H](O)c2c1oc1c3c4c(c(O)c1c2=O)-c1c(cc2cc(C)n(C)c(=O)c2c1O)CC4OCO3,CO[C@H]1CC[C@@H](O)c2c1oc1c3c4c(c(O)c1c2=O)-c1c(cc2c(Cl)c(C)n(C)c(=O)c2c1O)CC4OCO3
178,MITE0000128.reaction2.example1,CO[C@H]1CC[C@@H](O)c2c1oc1c3c4c(c(O)c1c2=O)-c1c(cc2cc(C)n(C)c(=O)c2c1O)CC4OCO3,CO[C@H]1CC[C@@H](O)c2c1oc1c3c4c(c(O)c1c2=O)-c1c(cc2c(Br)c(C)n(C)c(=O)c2c1O)CC4OCO3
179,MITE0000129.reaction1.example1,NC(Cc1c[nH]c2cc(Cl)ccc12)C(=O)O,O=C(O)C(=O)Cc1c[nH]c2cc(Cl)ccc12
180,MITE0000130.reaction1.example1,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,N[C@@H](Cc1c[nH]c2cc(Cl)ccc12)C(=O)O
181,MITE0000131.reaction1.example1,O=C(O)c1cc2c([nH]c3cc(Cl)ccc32)s1,NOC(=O)c1cc2c([nH]c3cc(Cl)ccc32)s1
182,MITE0000132.reaction1.example1,CC(=O)O[C@@H](C(=O)/C=C(\C)CCC=C(C)C)[C@@H](C)[C@@]1(C)CCC2=C1[C@@H](O)C[C@H]1C(C)(C)[C@@H](O)CC[C@]21C,CC(=O)O[C@H]1CC[C@]2(C)C3=C([C@@H](O)C[C@H]2C1(C)C)[C@@](C)([C@H](C)[C@@H](OC(C)=O)C(=O)C=C(C)CCC=C(C)C)CC3
183,MITE0000133.reaction1.example1,CC(C)=CCC/C(C)=C/CC[C@@H](C)[C@@]1(C)CCC2=C1CC[C@H]1C(C)(C)[C@@H](O)CC[C@]21C,CC(C)=CCCC(C)=CCC[C@@H](C)[C@@]1(C)CCC2=C1[C@@H](O)C[C@H]1C(C)(C)[C@@H](O)CC[C@]21C
184,MITE0000134.reaction1.example1,CC(C)=CCC/C(C)=C/CCC(C)=CCC/C=C(\C)CCC=C(C)CC[C@@H]1OC1(C)C,CC(C)=CCCC(C)=CCC[C@@H](C)[C@@]1(C)CCC2=C1CCC1C(C)(C)[C@@H](O)CC[C@]21C
185,MITE0000135.reaction1.example1,CC(C)=CCC/C(C)=C/CC[C@@H](C)[C@@]1(C)CCC2=C1[C@@H](O)C[C@H]1C(C)(C)[C@@H](O)CC[C@]21C,CC(C)=CCCC(C)=CC(=O)[C@H](O)[C@@H](C)[C@@]1(C)CCC2=C1[C@@H](O)C[C@H]1C(C)(C)[C@@H](O)CC[C@]21C
186,MITE0000136.reaction1.example1,CC(C)=CCC/C(C)=C/C(=O)[C@H](O)[C@@H](C)[C@@]1(C)CCC2=C1[C@@H](O)C[C@H]1C(C)(C)[C@@H](O)CC[C@]21C,CC(=O)O[C@@H](C(=O)C=C(C)CCC=C(C)C)[C@@H](C)[C@@]1(C)CCC2=C1[C@@H](O)C[C@H]1C(C)(C)[C@@H](O)CC[C@]21C
187,MITE0000137.reaction1.example1,COc1ccc(/C=C2\NC(=O)[C@H](CCCNC(=N)N)NC2=O)cc1OCC[C@H](NC(=O)C[C@](O)(CC(=O)O)C(=O)O)C(=O)O,COc1ccc(C=C2NC(=O)[C@H](CCCNC(=N)N)NC2=O)cc1OCC[C@H](NC(=O)C[C@](O)(CC(=O)N[C@@H](CC(=O)O)C(=O)O)C(=O)O)C(=O)O
188,MITE0000137.reaction2.example1,N=C(N)NCCC[C@@H]1NC(=O)/C(=C/c2ccc(O)c(OCC[C@H](NC(=O)C[C@](O)(CC(=O)O)C(=O)O)C(=O)O)c2)NC1=O,N=C(N)NCCC[C@@H]1NC(=O)C(=Cc2ccc(O)c(OCC[C@H](NC(=O)C[C@](O)(CC(=O)N[C@@H](CC(=O)O)C(=O)O)C(=O)O)C(=O)O)c2)NC1=O
189,MITE0000138.reaction1.example1,N=C(N)NCCC[C@@H]1NC(=O)/C(=C/c2ccc(O)c(OCC[C@H](N)C(=O)O)c2)NC1=O,N=C(N)NCCC[C@@H]1NC(=O)C(=Cc2ccc(O)c(OCC[C@H](NC(=O)C[C@](O)(CC(=O)O)C(=O)O)C(=O)O)c2)NC1=O
190,MITE0000139.reaction1.example1,N=C(N)NCCC[C@@H]1NC(=O)/C(=C/c2ccc(O)c(O)c2)NC1=O,N=C(N)NCCC[C@@H]1NC(=O)C(=Cc2ccc(O)c(OCC[C@H](N)C(=O)O)c2)NC1=O
191,MITE0000141.reaction1.example1,N=C(N)NCCC[C@@H]1NC(=O)/C(=C/c2ccc(O)c(OCC[C@H](NC(=O)C[C@](O)(CC(=O)O)C(=O)O)C(=O)O)c2)NC1=O,COc1ccc(C=C2NC(=O)[C@H](CCCNC(=N)N)NC2=O)cc1OCC[C@H](NC(=O)C[C@](O)(CC(=O)O)C(=O)O)C(=O)O
192,MITE0000142.reaction1.example1,N=C(N)NCCC[C@@H]1NC(=O)/C(=C/c2ccc(O)cc2)NC1=O,N=C(N)NCCC[C@@H]1NC(=O)C(=Cc2ccc(O)c(O)c2)NC1=O
193,MITE0000143.reaction1.example1,CC(=O)Nc1ccccc1C(=O)C[C@@H]1NC(=O)[C@H](CCCNC(=N)N)NC1=O,N=C(N)NCCC[C@@H]1NC(=O)[C@H](CC(=O)c2ccccc2N)NC1=O
194,MITE0000144.reaction1.example1,N=C(N)NCCC[C@@H]1NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC1=O,N=C(N)NCCC[C@@H]1NC(=O)[C@H](CC23OC2Nc2ccccc23)NC1=O
195,MITE0000144.reaction2.example1,N=C(N)NCCC[C@@H]1NC(=O)[C@H](CC(=O)c2ccccc2N)NC1=O,N=C(N)NCCC[C@@H]1NC(=O)[C@H](Cc2onc3ccccc23)NC1=O
196,MITE0000144.reaction3.example1,N=C(N)NCCC[C@@H]1NC(=O)[C@H](CC2(O)C=Nc3ccccc32)NC1=O,CC(=O)Nc1ccccc1C(=O)C[C@@H]1NC(=O)[C@H](CCCNC(=N)N)NC1=O
197,MITE0000145.reaction1.example1,N=C(N)NCCC[C@@H]1NC(=O)[C@H](Cc2onc3ccccc23)NC1=O,CC(=O)/N=C(\N)NCCC[C@@H]1NC(=O)[C@H](Cc2onc3ccccc23)NC1=O
198,MITE0000147.reaction1.example1,CC/C=C/c1c2oc(cc1=O)CC(=O)OCC(=C\C(=C\CC)CC)/C=C/C(O)C2O,CC/C=C(/C=C1/C=C/C(O)C(O)c2oc(cc(=O)c2/C=C/C(C)O)CC(=O)OC1)CC
199,MITE0000149.reaction1.example1,CC(C)C[C@H](NC(=O)[C@H](C)N)C(=O)N[C@@H](C)C(=O)NCC(=O)N[C@@H](C)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)O,CC(C)C[C@H](NC(=O)[C@H](C)N)C(=O)N[C@@H](C)C(=O)NCC(=O)N[C@@H](C)C(=O)N[C@H]1Cc2ccc(O)c(c2)-c2ccc3[nH]cc(c3c2)C[C@@H](C(=O)N[C@@H](Cc2cnc[nH]2)C(=O)O)NC(=O)[C@@H]2CCCN2C1=O
200,MITE0000150.reaction1.example1,O=c1c(-c2ccc(O)cc2)coc2cc(O)ccc12,O=c1c(-c2ccc(O)c(-c3c(O)ccc4c(=O)c(-c5ccc(O)cc5)coc34)c2)coc2cc(O)ccc12
201,MITE0000150.reaction2.example1,O=c1c(-c2ccc(O)cc2)coc2cc(O)ccc12,O=c1c(-c2ccc(O)c(-c3cc(-c4coc5cc(O)ccc5c4=O)ccc3O)c2)coc2cc(O)ccc12
202,MITE0000151.reaction1.example1,C/C=C(\C)CCCCCCC/C=C\C=C\C=C/Cc1cc(O)cc(O)c1,C/C=C(/CCCCCCC/C=C\C=C\C=C/Cc1cc(O)cc(O)c1)C(=O)O
203,MITE0000152.reaction1.example1,CC[C@H](C)[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](C)NC(=O)[C@@H](N)CCC(N)=O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,CC[C@H](C)[C@@H]1NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@@H](N)CCC(N)=O)Cc2c[nH]c3c(cccc23)-n2cc(c3ccccc32)C[C@@H](C(=O)O)NC1=O
204,MITE0000153.reaction1.example1,CSCC[C@H](N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)O,CSCC[C@H](N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H]1Cc2c[nH]c(n2)-c2nc(c[nH]2)C[C@@H](C(=O)O)NC(=O)[C@H](C)NC1=O
205,MITE0000154.reaction1.example1,CC/C=C/c1c2oc(cc1=O)CC(=O)OCC(=C\C(=C\CC)CC)/C=C/C(O)C2O,CC/C=C(/C=C1/C=C/C(O)C(O)c2oc(cc(=O)c2/C=C/C(C)O)CC(=O)OC1)CC
206,MITE0000155.reaction1.example1,CCC(CCCCCCCCCCCCc1c(C)c(O)cc(O)c1)C,CCC(CCCCCCCCCCCCc1c(C)c(O)cc(OC)c1)C
207,MITE0000155.reaction2.example1,CC(CCCCCCCCCCCCCc1c(C)c(O)cc(O)c1)C,CC(CCCCCCCCCCCCCc1c(C)c(O)cc(OC)c1)C
208,MITE0000155.reaction3.example1,CC(CCCCCCCCCCCCc1c(C)c(O)cc(O)c1)C,CC(CCCCCCCCCCCCc1c(C)c(O)cc(OC)c1)C
209,MITE0000155.reaction4.example1,CC(CCCCCCCCCCCc1c(C)c(O)cc(O)c1)C,CC(CCCCCCCCCCCc1c(C)c(O)cc(OC)c1)C
210,MITE0000156.reaction1.example1,Cc1cc(O)c(C(=O)c2c(O)cccc2O)c(CO)c1,CC1=CC(=O)C(C(=O)c2c(O)cccc2O)=C(CO)[C@@H]1O
211,MITE0000157.reaction1.example1,Cc1cc(O)c(C(=O)c2c(O)cccc2O)c(C(=O)O)c1,Cc1cc(O)c(C(=O)c2c(O)cccc2O)c(CO)c1
212,MITE0000158.reaction1.example1,Cc1cc(O)c2c(c1)C(O)c1cccc(O)c1C2=O,Cc1cc(O)c(C(=O)c2c(O)cccc2O)c(C(=O)O)c1
213,MITE0000159.reaction1.example1,Cc1cc(O)c2c(O)c3c(c(O)c2c1)C[C@H](O)CC3=O,Cc1cc(O)c2c(c1)C(=O)c1cccc(O)c1C2=O
214,MITE0000160.reaction1.example1,Cc1cc(O)c2c(O)c3c(c(O)c2c1)CC(O)=CC3=O,Cc1cc(O)c2c(O)c3c(c(O)c2c1)C[C@H](O)CC3=O
215,MITE0000161.reaction1.example1,C[C@@H]1CC(O)=C2C(=O)c3c(O)cccc3O[C@]2(CO)[C@@H]1O,CC(=O)OC[C@]12Oc3cccc(O)c3C(=O)C1=C(O)C[C@@H](C)[C@H]2OC(C)=O
216,MITE0000161.reaction2.example1,Cc1cc(O)c2c(c1)C(=O)c1cccc(O)c1C2=O,Cc1cc(O)c2c(c1)C(O)c1cccc(O)c1C2=O
217,MITE0000161.reaction3.example1,Cc1cc(O)c2c(c1)C(=O)c1cc(O)cc(O)c1C2=O,Cc1cc(O)c2c(O)c3c(c(O)c2c1)CC(O)=CC3=O
218,MITE0000162.reaction1.example1,Cc1cc(O)c2c(c1)Cc1cc(O)cc(O)c1C2=O,Cc1cc(O)c2c(c1)C(=O)c1cc(O)cc(O)c1C2=O
219,MITE0000163.reaction1.example1,CC1(O)Cc2cc3cc(O)cc(O)c3c(O)c2C(=O)C1C(=O)[O-],CC1(O)CC(=O)c2c(cc3cc(O)cc(O)c3c2O)C1
220,MITE0000164.reaction1.example1,C[C@@H]1CC(=O)C(C(=O)c2c(O)cccc2O)=C(CO)C1=O,C[C@@H]1CC(O)=C2C(=O)c3c(O)cccc3O[C@]2(CO)[C@@H]1O
221,MITE0000165.reaction1.example1,CC1=CC(=O)C(C(=O)c2c(O)cccc2O)=C(CO)[C@@H]1O,C[C@@H]1CC(=O)C(C(=O)c2c(O)cccc2O)=C(CO)C1=O
222,MITE0000166.reaction1.example1,CC1=C2OC(=O)c3c(C)cc(O)c(C)c3O[C@@H]2[C@@](C)(O)[C@H](O)C1=O,CO[C@@]1(C)[C@H](O)C(=O)C(C)=C2OC(=O)c3c(C)cc(O)c(C)c3O[C@@H]21
223,MITE0000167.reaction1.example1,CO[C@@]1(C)[C@H](O)C(=O)C(C)=C2OC(=O)c3c(C)cc(O)c(C)c3O[C@@H]21,CO[C@@]1(C)[C@H](O)C(O)=C(C)C(=O)[C@@H]1Oc1cc(C)cc(O)c1C
224,MITE0000168.reaction1.example1,Cc1cc(O)c(C)c2c1Oc1c(C)c(O)cc(C)c1C(=O)O2,CC1=C2OC(=O)c3c(C)cc(O)c(C)c3O[C@@H]2[C@@](C)(O)[C@H](O)C1=O
225,MITE0000169.reaction1.example1,Cc1cc(O)c(C)c2c1Oc1c(C)c(O)cc(C)c1C(=O)O2,CC1=C2OC(=O)c3c(C)cc(O)c(C)c3O[C@@H]2[C@@](C)(O)[C@H](O)C1=O
226,MITE0000170.reaction1.example1,Cc1cc(O)c(C)c(O)c1C(=O)Oc1cc(C)c(C(=O)O)c(O)c1C,Cc1cc(O)c(C)c2c1C(=O)Oc1c(C)c(O)c(C(=O)O)c(C)c1O2
227,MITE0000171.reaction1.example1,Cc1cc(O)c(C)c2c1C(=O)Oc1c(C)c(O)c(C(=O)O)c(C)c1O2,Cc1cc(O)c(C)c2c1Oc1c(C)c(O)cc(C)c1C(=O)O2
228,MITE0000172.reaction1.example1,CC[C@@H](C)[C@@H](NC(=O)[C@@H](Cc1ccc(O)cc1)NC(=O)[C@H](N)Cc1c[nH]c2ccccc12)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](Cc1ccc(O)cc1)C(=O)O,CCC(C)[C@@H]1NC(=O)[C@@H]2Cc3ccc(O)c(c3)-n3cc(c4cc(ccc43)[C@@]34C[C@H]5C(=O)N[C@H](C(=O)O)Cc6ccc(cc6)Oc6cccc3c6N[C@@H]4N5C1=O)C[C@H](N)C(=O)N2
229,MITE0000173.reaction1.example1,CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](N)[C@@H](C)O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CO)C(=O)O,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)[C@@H](N)[C@@H](C)O)Cc2c[nH]c3cccc(c23)-n2cc(c3ccccc32)C[C@@H](C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](CO)C(=O)O)NC1=O
230,MITE0000174.reaction1.example1,CSCCC(N)C(=O)NC(CCCNC(=N)N)C(=O)NC(Cc1ccc(O)cc1)C(=O)NC(Cc1ccccc1)C(=O)NC(Cc1cnc[nH]1)C(=O)O,CSCCC(N)C(=O)NC(CCCNC(=N)N)C(=O)NC1Cc2ccc(O)c(c2)-c2ncc([nH]2)CC(C(=O)O)NC(=O)C(Cc2ccccc2)NC1=O
231,MITE0000175.reaction1.example1,CSCCC(N)C(=O)NC(CCCNC(=N)N)C(=O)NC(Cc1ccc(O)cc1)C(=O)NC(Cc1ccc(O)cc1)C(=O)NC(Cc1cnc[nH]1)C(=O)O,CSCCC(N)C(=O)NC(CCCNC(=N)N)C(=O)NC1Cc2ccc(O)c(c2)-c2ncc([nH]2)CC(C(=O)O)NC(=O)C(Cc2ccc(O)cc2)NC1=O
232,MITE0000176.reaction1.example1,C=C[C@]1(C)C[C@@H](OC(C)=O)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,C=C[C@]1(C)C[C@@H](OC(=O)CO)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O
233,MITE0000177.reaction1.example1,C=C[C@]1(C)C[C@@H](O)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,C=C[C@]1(C)C[C@@H](OC(C)=O)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O
234,MITE0000177.reaction2.example1,C=C[C@]1(C)C[C@@H](O)[C@]2(C)[C@H](C)CC[C@]3(CC[C@@H](O)[C@H]32)[C@@H](C)[C@@H]1O,C=C[C@]1(C)C[C@@H](OC(C)=O)[C@]2(C)[C@H](C)CC[C@]3(CC[C@@H](O)[C@H]32)[C@@H](C)[C@@H]1O
235,MITE0000178.reaction1.example1,C=C[C@]1(C)C[C@@H](O)[C@]2(C)[C@H](C)CC[C@]3(CCC[C@H]32)[C@@H](C)[C@@H]1O,C=C[C@]1(C)C[C@@H](O)[C@]2(C)[C@H](C)CC[C@]3(CC[C@@H](O)[C@H]32)[C@@H](C)[C@@H]1O
